date,b_Average_Adjusted,b_perc_change,j_Average_Adjusted,j_perc_change,symbol,open,high,low,close,volume,adjusted,perc_change
2020-01-02,86.82663735747337,0,61.922535790337456,0,NVO,29.155000686645508,29.200000762939453,29.0049991607666,29.18000030517578,2224800,26.122350692749023,0
2020-01-03,86.15278559923172,-0.7760887427522303,61.95676400926378,0.05527586764569168,NVO,28.454999923706055,28.700000762939453,28.43000030517578,28.55500030517578,2491200,25.562843322753906,-2.1418722096492786
2020-01-06,86.56072679162025,-0.3062545941498808,62.316918479071724,0.6368968642847609,NVO,28.4950008392334,28.59000015258789,28.434999465942383,28.5049991607666,2495000,25.518081665039062,-2.3132260753152374
2020-01-07,85.873012855649,-1.0983086882637385,61.611093521118164,-0.5029546436434698,NVO,28.5,28.5,28.280000686645508,28.475000381469727,2080600,25.491226196289062,-2.4160325534376463
2020-01-08,85.8186587691307,-1.1609093925781377,61.57721349928114,-0.5576682005167457,NVO,28.454999923706055,28.594999313354492,28.334999084472656,28.424999237060547,1826200,25.446462631225586,-2.5873937207000623
2020-01-09,86.32440862059593,-0.5784270267311157,61.65435134039985,-0.43309668526115996,NVO,28.674999237060547,28.864999771118164,28.65999984741211,28.719999313354492,1842000,25.710554122924805,-1.5764146751866561
2020-01-10,86.68523141741753,-0.16286009035875212,61.65278138054742,-0.4356320463092731,NVO,29.2450008392334,29.53499984741211,29.184999465942383,29.34000015258789,2943000,26.265586853027344,0.5483279891731928
2020-01-13,87.19672510027885,0.4262375626523404,62.269859313964844,0.5609000329110959,NVO,29.594999313354492,29.635000228881836,29.3799991607666,29.485000610351562,2380400,26.39539337158203,1.0452454376887235
2020-01-14,86.99004675447941,0.188201918189303,62.235972510443794,0.5061755241542415,NVO,29.389999389648438,29.850000381469727,29.385000228881836,29.790000915527344,2506200,26.668434143066406,2.0904835737809893
2020-01-15,87.29415901005268,0.5384541735210557,62.676257875230576,1.2172015814163937,NVO,30.739999771118164,31.344999313354492,30.729999542236328,31.19499969482422,5969000,27.926206588745117,6.905411833770395
2020-01-16,87.89573015272617,1.2312958647140106,63.0939392513699,1.8917239839768256,NVO,30.799999237060547,30.934999465942383,30.385000228881836,30.655000686645508,4531400,27.442790985107422,5.054829513198913
2020-01-17,88.00078323483467,1.3522876309573402,63.58150990804037,2.6791120494806697,NVO,30.729999542236328,30.770000457763672,30.610000610351562,30.655000686645508,2506800,27.442790985107422,5.054829513198913
2020-01-21,88.75978954136372,2.2264505948000437,64.02616988288031,3.397202756142798,NVO,30.68000030517578,30.739999771118164,30.540000915527344,30.56999969482422,2298000,27.36669921875,4.763539624121115
2020-01-22,88.46571870148182,1.887763241665337,63.98918914794922,3.3374817927502387,NVO,30.540000915527344,30.825000762939453,30.540000915527344,30.65999984741211,2430000,27.447269439697266,5.071973661681258
2020-01-23,88.88608913123608,2.3719123951371603,64.19861390855577,3.6756862250035307,NVO,30.65999984741211,30.829999923706055,30.530000686645508,30.795000076293945,1750800,27.56812286376953,5.534617416425014
2020-01-24,86.90334258973598,0.0883429723839342,63.805386225382485,3.0406546033905046,NVO,31.030000686645508,31.165000915527344,30.44499969482422,30.540000915527344,4056800,27.339841842651367,4.660725844402249
2020-01-27,85.55939143896103,-1.459512837396863,63.49921883477105,2.5462184716918896,NVO,30.065000534057617,30.135000228881836,29.954999923706055,29.979999542236328,2117000,26.83852195739746,2.741603437883676
2020-01-28,85.98414339125156,-0.9703173955167503,63.562838872273765,2.6489598027609627,NVO,30.014999389648438,30.170000076293945,29.895000457763672,30.165000915527344,2245200,27.004140853881836,3.375615661486306
2020-01-29,85.94283330440521,-1.0178950607397788,63.168265872531464,2.0117556012433115,NVO,30.440000534057617,30.530000686645508,30.325000762939453,30.334999084472656,2604200,27.156322479248047,3.9581881380454433
2020-01-30,85.27329184114933,-1.78901954929888,64.1248533460829,3.5565687477693704,NVO,30.489999771118164,30.489999771118164,30.290000915527344,30.434999465942383,2392200,27.245845794677734,4.30089586937736
2020-01-31,83.48139421641827,-3.852784402190342,63.070350646972656,1.8536302526782313,NVO,30.684999465942383,30.684999465942383,30.315000534057617,30.415000915527344,2806600,27.227941513061523,4.232355783430268
2020-02-03,84.66288015246391,-2.492043076712818,63.39075003729926,2.3710499388025887,NVO,30.399999618530273,30.625,30.354999542236328,30.479999542236328,2281400,27.286128997802734,4.455105586560974
2020-02-04,85.64177194237709,-1.364633540071443,63.393713633219406,2.37583591192581,NVO,30.5049991607666,30.975000381469727,30.459999084472656,30.795000076293945,3532400,27.56812286376953,5.534617416425014
2020-02-05,86.21426862478256,-0.7052774947043404,64.09496053059895,3.5082942139467237,NVO,31.854999542236328,32.30500030517578,31.684999465942383,32.20500183105469,6502400,28.83037567138672,10.366697126493223
2020-02-06,86.22084230184555,-0.6977064574477393,63.393732918633354,2.3758670563447235,NVO,31.920000076293945,32.40999984741211,31.795000076293945,32.334999084472656,2717000,28.946748733520508,10.812189431158176
2020-02-07,85.21388521790504,-1.8574393626790795,63.71032587687175,2.88713965556505,NVO,31.770000457763672,31.860000610351562,31.594999313354492,31.625,2695800,28.3111515045166,8.379034634027557
2020-02-10,85.81631843745708,-1.1636048000531352,64.13735559251573,3.5767588873902056,NVO,31.520000457763672,31.84000015258789,31.5049991607666,31.81999969482422,1972000,28.4857177734375,9.047298646612587
2020-02-11,86.11445698142052,-0.8202325895919973,64.29570727878146,3.8324843421776076,NVO,31.850000381469727,31.854999542236328,31.46500015258789,31.545000076293945,2423200,28.239532470703125,8.104866988642732
2020-02-12,86.26876100897789,-0.6425175101491658,64.0282711452908,3.4005961288199216,NVO,31.665000915527344,31.704999923706055,31.479999542236328,31.670000076293945,2166400,28.351436614990234,8.533251652807628
2020-02-13,86.51327827572823,-0.36090201265657573,63.67865859137641,2.835999492955173,NVO,31.290000915527344,31.475000381469727,31.260000228881836,31.3700008392334,1998000,28.082868576049805,7.505135760408334
2020-02-14,86.78339719772339,-0.04980056934827612,64.28593148125543,3.816697202001159,NVO,31.645000457763672,31.7450008392334,31.530000686645508,31.725000381469727,1614600,28.400671005249023,8.721727762166559
2020-02-18,86.88163477182388,0.06334163803220912,63.90699640909831,3.2047470172733403,NVO,31.920000076293945,32.18000030517578,31.920000076293945,32.04499816894531,1456800,28.6871395111084,9.81836913732003
2020-02-19,86.94586309790611,0.1373147044056028,63.88610818650987,3.171014189116618,NVO,32.040000915527344,32.130001068115234,31.979999542236328,32.06999969482422,1396800,28.709522247314453,9.904053371749466
2020-02-20,86.71877464652061,-0.12422767279202342,63.89297803243001,3.1821084471802674,NVO,32.060001373291016,32.16999816894531,31.6200008392334,31.7549991607666,2233200,28.42752456665039,8.824526938692511
2020-02-21,86.52423918247223,-0.3482781139572904,63.860450744628906,3.1295794488342765,NVO,31.8700008392334,32.025001525878906,31.760000228881836,31.924999237060547,1747000,28.5797119140625,9.40712132004102
2020-02-24,83.7806226015091,-3.508156999589368,62.78277375962999,1.3892163140818397,NVO,30.8700008392334,31.18000030517578,30.59000015258789,30.639999389648438,2926600,27.42936134338379,5.003418972541251
2020-02-25,81.60053090751171,-6.019012838704434,61.87303352355957,-0.07994224743233133,NVO,30.559999465942383,30.674999237060547,30.149999618530273,30.309999465942383,2224000,27.133941650390625,3.8725112052124637
2020-02-26,81.45193180441856,-6.190157440886079,61.663349363538956,-0.4185655892324492,NVO,30.520000457763672,30.704999923706055,30.385000228881836,30.549999237060547,3106400,27.348796844482422,4.695006839770482
2020-02-27,76.89536774158478,-11.43804472698929,59.712295320298935,-3.5693636280047367,NVO,30.395000457763672,30.600000381469727,29.739999771118164,29.7450008392334,3162600,26.628149032592773,1.9362665550009182
2020-02-28,75.6882199794054,-12.828341298316168,58.556023915608726,-5.436650537257307,NVO,29.06999969482422,29.424999237060547,28.635000228881836,29.065000534057617,7481000,26.01940155029297,-0.39410366879666403
2020-03-02,78.12353792786598,-10.023536203268955,61.130174001057945,-1.2796016493290199,NVO,30.05500030517578,30.579999923706055,29.530000686645508,30.559999465942383,8582800,27.357746124267578,4.729265930349341
2020-03-03,76.40632699429989,-12.001282878515834,60.875420252482094,-1.6910088136583648,NVO,31.184999465942383,31.40999984741211,30.375,30.75,5715800,27.527835845947266,5.380393096048486
2020-03-04,79.19335849583149,-8.791402147954852,63.92956352233887,3.2411911211081135,NVO,31.639999389648438,32.40999984741211,31.420000076293945,32.38999938964844,5441800,28.995988845825195,11.000687445306479
2020-03-05,77.35692276060581,-10.906462446403243,63.170310762193466,2.015057936388187,NVO,31.65999984741211,31.954999923706055,31.239999771118164,31.475000381469727,3773400,28.176868438720703,7.864980338626139
2020-03-06,75.4081446453929,-13.150909743365366,62.43811925252279,0.832626531851084,NVO,30.780000686645508,31.334999084472656,30.625,31.274999618530273,5919000,27.99782371520996,7.179572177558763
2020-03-09,70.10363729298115,-19.260218492214634,60.3938045501709,-2.468780098642382,NVO,30.135000228881836,30.645000457763672,29.479999542236328,29.725000381469727,5248400,26.610246658325195,1.8677337706502837
2020-03-10,72.55298923328519,-16.439250164004672,61.65920405917697,-0.4252599280689908,NVO,30.31999969482422,30.584999084472656,29.434999465942383,30.520000457763672,4868000,27.32193946838379,4.592193060051615
2020-03-11,68.79645233228803,-20.76572993487401,59.456856197781036,-3.9818776170680823,NVO,29.530000686645508,29.809999465942383,28.639999389648438,28.94499969482422,5434600,25.911977767944336,-0.805336882882758
2020-03-12,62.083333894610405,-28.497364652039302,54.63319714864095,-11.771705645869156,NVO,27.864999771118164,28.049999237060547,26.645000457763672,26.709999084472656,6396000,23.911170959472656,-8.464704265264078
2020-03-13,64.8445056527853,-25.317267112609215,58.42085838317871,-5.654932186587157,NVO,28.40999984741211,28.44499969482422,26.674999237060547,28.360000610351562,5985600,25.388275146484375,-2.810143523830768
2020-03-16,57.794239923357964,-33.437201206567885,56.309416241116,-9.06474432543724,NVO,25.104999542236328,27.565000534057617,24.834999084472656,26.295000076293945,5833600,23.53965950012207,-9.886901921670663
2020-03-17,59.25609687715769,-31.753550891076426,61.70041147867838,-0.35871320323696043,NVO,26.040000915527344,27.690000534057617,25.649999618530273,27.594999313354492,5165400,24.703433990478516,-5.431810938302605
2020-03-18,55.59126150980592,-35.974416144976914,60.017511155870224,-3.0764641824705383,NVO,26.229999542236328,26.81999969482422,24.834999084472656,26.25,6396200,23.499374389648438,-10.041118940450735
2020-03-19,55.90025142580271,-35.61854618916525,57.28254318237305,-7.49322124609833,NVO,26.375,26.75,25.795000076293945,25.850000381469727,4790600,23.14128875732422,-11.411920659392573
2020-03-20,54.22042227908969,-37.55323950199851,54.14348051283095,-12.562559298032447,NVO,26.075000762939453,26.21500015258789,24.6200008392334,24.729999542236328,7517000,22.138647079467773,-15.250172774026177
2020-03-23,50.487965650856495,-41.85198553412494,51.75923432244195,-16.412928408337912,NVO,25.2450008392334,25.954999923706055,24.889999389648438,25.204999923706055,6649000,22.563871383666992,-13.622354859778316
2020-03-24,56.31976626440883,-35.13538243737911,54.97770139906142,-11.215358516308902,NVO,25.954999923706055,26.020000457763672,25.024999618530273,25.270000457763672,6003800,22.622066497802734,-13.39957585026178
2020-03-25,59.40692462027073,-31.579839518963666,54.74104563395182,-11.597538868080807,NVO,26.334999084472656,26.8799991607666,25.844999313354492,26.510000228881836,8887000,23.732131958007812,-9.150090521542083
2020-03-26,63.05231820046902,-27.38136576581132,57.07772636413574,-7.823984215707312,NVO,27.375,28.4950008392334,27.219999313354492,28.3799991607666,5629000,25.406177520751953,-2.7416107394801337
2020-03-27,61.314211919903755,-29.383178036174062,57.20343144734701,-7.620980443967588,NVO,27.709999084472656,28.815000534057617,27.5049991607666,28.364999771118164,4762400,25.39275360107422,-2.792999375348423
2020-03-30,63.52899123728275,-26.832371757381363,59.732210371229385,-3.5372023951413407,NVO,29.3799991607666,30.104999542236328,29.3799991607666,30.09000015258789,5827600,26.936996459960938,3.1185775613909104
2020-03-31,63.137960981577635,-27.282729237074154,58.78460693359375,-5.067507033898563,NVO,30.045000076293945,30.385000228881836,29.770000457763672,30.100000381469727,8613400,26.94594955444336,3.152851255162685
