date,Average_Adjusted,perc_change
2021-06-10,115.73818472027779,33.29801572733132
2021-06-11,115.07711824774742,32.536652057552544
2021-06-14,115.26447483897209,32.75243444522386
2021-06-15,114.14850449562073,31.467148757196107
2021-06-16,134.58158695697784,55.00034442528609
2021-06-17,132.8953348994255,53.05825371571515
2021-06-18,128.80755558609962,48.35027533749452
2021-06-21,135.64315915107727,56.22297866105504
2021-06-22,135.91375640034676,56.534631003590675
2021-06-23,133.7371731698513,54.02781593307924
2021-06-24,134.8841534256935,55.34881636652915
2021-06-25,134.897985547781,55.364747102197896
2021-06-28,144.86937820911407,66.84900235474204
2021-06-29,131.75463157892227,51.74448255605725
2021-06-30,128.46677708625793,47.95779382466261
2021-07-01,128.00024935603142,47.420484371682434
2021-07-02,127.77085360884666,47.15628463509663
2021-07-06,125.34450453519821,44.361809175153454
2021-07-07,125.55829727649689,44.60803861326755
2021-07-08,131.13762560486794,51.03386425638262
2021-07-09,128.68710201978683,48.21154652110967
2021-07-12,128.56107661128044,48.06640050101501
2021-07-13,125.47563564777374,44.51283553822179
2021-07-14,124.26994648575783,43.12421886629889
2021-07-15,125.90748709440231,45.01020761178328
2021-07-16,124.42103597521782,43.2982316969904
2021-07-19,122.17640227079391,40.713041514877816
2021-07-20,123.78022214770317,42.56019340941241
2021-07-21,126.70727297663689,45.931337240403785
2021-07-22,127.20014697313309,46.49899022282552
2021-07-23,126.78958857059479,46.0261417801892
2021-07-26,125.0854178071022,44.06341373340748
2021-07-27,124.24022915959358,43.08999281877629
2021-07-28,125.22143065929413,44.22006249504493
2021-07-29,126.33448705077171,45.501992125574134
2021-07-30,127.03930470347404,46.31374491729003
2021-08-02,127.26520764827728,46.57392192250235
2021-08-03,125.58115792274475,44.63436768340504
2021-08-04,123.11430007219315,41.793237443159384
2021-08-05,125.78893414139748,44.87366777030958
2021-08-06,125.24518036842346,44.247415516942525
2021-08-09,124.88931804895401,43.83756166298716
2021-08-10,121.80291783809662,40.282891915556554
2021-08-11,121.47697594761848,39.90749802677078
2021-08-12,122.07860651612282,40.6004081598989
2021-08-13,120.73935288190842,39.05796257525582
2021-08-16,120.0121536552906,38.22043247072827
2021-08-17,123.0547146499157,41.72461170330477
2021-08-18,125.40772461891174,44.43462102833308
2021-08-19,124.17722395062447,43.017428441199726
2021-08-20,123.19989788532257,41.891822181362485
2021-08-23,123.4316041469574,42.15868298432191
2021-08-24,124.0510663986206,42.872130228757776
2021-08-25,124.38499388098717,43.256721285753045
2021-08-26,123.3867058455944,42.106972699633424
2021-08-27,125.03133913874626,44.00113023377902
2021-08-30,125.80417010188103,44.891215335143656
2021-08-31,126.01607838273048,45.135274401921755
2021-09-01,125.56679710745811,44.617828041051375
2021-09-02,126.65542215108871,45.87161959254107
2021-09-03,125.50178745388985,44.54295510395879
2021-09-07,124.97098273038864,43.931616533612186
2021-09-08,124.5749596953392,43.47550876864258
2021-09-09,123.09241849184036,41.768035983079
2021-09-10,119.57262191176414,37.71421484339247
2021-09-13,119.44035884737968,37.56188478845792
2021-09-14,119.8007897734642,37.97700039935114
2021-09-15,121.38342940807343,39.7997585790712
2021-09-16,120.63128724694252,38.933501190760445
2021-09-17,120.99256926774979,39.34959702471499
2021-09-20,118.87183599174023,36.90710548000815
2021-09-21,118.26219235360622,36.204966531998394
2021-09-22,119.24759359657764,37.33987313780697
2021-09-23,121.006262332201,39.3653676048825
2021-09-24,120.36972723901272,38.632257222445816
2021-09-27,119.20126320421696,37.2865134848586
2021-09-28,117.17442704737186,34.95216515751245
2021-09-29,116.6855254471302,34.389087264458944
2021-09-30,117.46571107208729,35.28764287907406
2021-10-01,117.91332866251469,35.803173140351504
2021-10-04,114.17329859733582,31.495704627225958
2021-10-05,114.83655196428299,32.259586987677736
2021-10-06,115.69875752925873,33.25260663143747
2021-10-07,116.89048758149147,34.625146313385855
2021-10-08,119.46378546953201,37.5888657045285
2021-10-11,115.85796910524368,33.43597383398093
2021-10-12,115.90674258768559,33.49214724334734
2021-10-13,116.31307300925255,33.96012623451115
2021-10-14,118.74962563812733,36.76635333604367
2021-10-15,120.60223984718323,38.90004671107156
2021-10-18,119.08816695213318,37.15625823655485
2021-10-19,120.71658453345299,39.031739806358665
2021-10-20,121.50513406097889,39.93992829727001
2021-10-21,121.27799777686596,39.67833083014965
2021-10-22,120.02620959281921,38.236620979181886
2021-10-25,120.58623480796814,38.881613382657385
2021-10-26,121.25809282064438,39.65540588818784
2021-10-27,119.26914770901203,37.364697446441255
2021-10-28,120.96400518715382,39.31669919351329
2021-10-29,121.55323451757431,39.99532656911299
2021-11-01,121.26773692667484,39.66651320078681
2021-11-02,122.41304440796375,40.985587065842275
2021-11-03,122.72597117722034,41.345991175433944
2021-11-04,123.51867920160294,42.25896909155309
2021-11-05,123.8210100531578,42.607169667731284
2021-11-08,123.76445281505585,42.54203154903493
2021-11-09,123.20406828820705,41.89662531898408
2021-11-10,121.7561793923378,40.229062299229945
2021-11-11,119.31128492951393,37.41322773827832
2021-11-12,119.34663382172585,37.45393977468529
2021-11-15,117.62634915113449,35.47265301413877
2021-11-16,118.49890711903572,36.477595730403166
2021-11-17,117.36567549407482,35.172429874105774
2021-11-18,116.06305667757988,33.67217735236876
2021-11-19,114.544119566679,31.9227866617593
2021-11-22,112.63706159591675,29.726389301683366
2021-11-23,112.34779062867165,29.393230059256243
2021-11-24,113.24396479129791,30.42537202616973
2021-11-26,109.9635753184557,26.647280909573162
2021-11-29,110.08251218497753,26.784262912034183
2021-11-30,107.03987954556942,23.28000116470737
2021-12-01,105.5650295317173,21.581386478317956
2021-12-02,107.57322651147842,23.89426768721839
2021-12-03,106.08045433461666,22.17501168204122
2021-12-06,108.81897638738155,25.32902309617689
2021-12-07,112.17433173954487,29.193453937082314
2021-12-08,113.56110860407352,30.790632990348154
2021-12-09,112.19415393471718,29.216283561464408
2021-12-10,114.40485382080078,31.76239147646052
2021-12-13,113.22663795948029,30.405416362395382
2021-12-14,111.00533799827099,27.847100125796242
2021-12-15,111.48884004354477,28.403959241833594
2021-12-16,111.54570834338665,28.469455616647405
2021-12-17,110.79667147994041,27.6067746626881
2021-12-20,109.50353418290615,26.117442199298672
2021-12-21,112.34886129200459,29.394463163941076
2021-12-22,114.76419265568256,32.176249303756485
2021-12-23,115.53473146259785,33.063694482294146
2021-12-27,115.67695923149586,33.22750108960573
2021-12-28,114.63922530412674,32.03232186932029
2021-12-29,114.42817083001137,31.789246149081997
2021-12-30,114.4926297813654,31.86348483126042
2021-12-31,113.16183845698833,30.33078546056146
2022-01-03,115.58552902936935,33.122199070652634
2022-01-04,115.02239622175694,32.47362758988234
2022-01-05,112.52123534679413,29.592989860396983
2022-01-06,110.39449279755354,27.143577313778838
2022-01-07,108.779415987432,25.283460580854918
2022-01-10,107.44824177026749,23.750320224763563
2022-01-11,108.95642518997192,25.487325671024376
2022-01-12,107.85968341678381,24.224185917410832
2022-01-13,106.45356317609549,22.604728705335237
2022-01-14,105.9465074762702,22.020742367435624
2022-01-18,103.59853158891201,19.316530896373635
2022-01-19,102.69259140640497,18.27314120620609
2022-01-20,101.61258454620838,17.029275391444543
2022-01-21,97.38193158060312,12.156746528916717
2022-01-24,96.84555456787348,11.538990240001219
2022-01-25,96.20376570522785,10.799828984678935
2022-01-26,96.26847158372402,10.874352057857239
2022-01-27,96.6442509368062,11.30714476355084
2022-01-28,98.57235045731068,13.527776103408343
2022-01-31,100.98781807720661,16.309719172274672
2022-02-01,101.47835423797369,16.87467962185133
2022-02-02,101.67651701718569,17.102907715490552
2022-02-03,100.39965218305588,15.632316577804497
2022-02-04,100.6654389873147,15.938428633215047
2022-02-07,99.8105095922947,14.953789102030413
2022-02-08,100.69008097797632,15.966809313858207
2022-02-09,102.43797402083874,17.97989319693683
2022-02-10,102.28677220642567,17.805750999317727
2022-02-11,99.98844400048256,15.15871977031749
2022-02-14,99.24467781186104,14.302109159498407
2022-02-15,101.66609085351229,17.09089969123588
2022-02-16,102.83171859383583,18.433376810929627
2022-02-17,100.2111905515194,15.415261492784255
2022-02-18,99.23168777674437,14.287148272480302
2022-02-22,99.6670075878501,14.788514931784952
2022-02-23,98.11938568204641,13.00608738085726
2022-02-24,99.96751233935356,15.134612351481469
2022-02-25,102.07289454340935,17.559423755138308
2022-02-28,101.1113674044609,16.452013439350377
2022-03-01,100.4193269237876,15.654976375915433
2022-03-02,101.91670101135969,17.379532495032738
2022-03-03,102.52708373963833,18.082522668158564
2022-03-04,102.79762302339077,18.39410825063207
2022-03-07,100.61255373060703,15.87751960999682
2022-03-08,95.91065181791782,10.462243773238292
2022-03-09,97.5892971009016,12.395573606193402
2022-03-10,97.40458936989307,12.1828419645797
2022-03-11,96.59015829116106,11.244845165994809
2022-03-14,95.11756435036659,9.54882884472273
2022-03-15,97.17989767342806,11.924059978655336
2022-03-16,98.88802786171436,13.89134817531067
2022-03-17,101.61840187013149,17.03597532144317
2022-03-18,102.46560966223478,18.01172172587348
2022-03-21,101.91700410097837,17.379881569496412
2022-03-22,102.02679865807295,17.50633418868808
2022-03-23,100.10824428498745,15.296696188788768
2022-03-24,101.97546748816967,17.447215038775656
2022-03-25,104.26608534157276,20.085366098308693
2022-03-28,105.5749441832304,21.592805383638776
2022-03-29,107.21076072752476,23.476808489228993
2022-03-30,107.45526634156704,23.75841056606128
2022-03-31,105.5327986329794,21.54426549826064
2022-04-01,106.3026363402605,22.430903206123975
2022-04-04,105.3382646292448,21.320216738968405
2022-04-05,104.4999804571271,20.35474784874015
2022-04-06,104.46575663238764,20.31533157536939
2022-04-07,105.51013038307428,21.51815801489493
2022-04-08,104.60764349251986,20.478745551138207
2022-04-11,102.65161285549402,18.225945377646894
2022-04-12,102.40120044350624,17.937540321768925
2022-04-13,103.58292017132044,19.298550909970043
2022-04-14,102.28249993920326,17.800830542471267
2022-04-18,100.77997153997421,16.070338098035123
2022-04-19,105.11225575208664,21.05991772931349
2022-04-20,107.3166548088193,23.598768851299177
2022-04-21,105.3225459754467,21.30211324644987
2022-04-22,97.043630361557,11.767118150642318
2022-04-25,98.56207463145256,13.515941226265962
2022-04-26,95.45511519536376,9.937593001979494
2022-04-27,93.98208447545767,8.241073633342094
